"","ime","leto","stevilo","spol"
"54242","Jagoda",2011,150,"zenske"
"54243","Jagodinka",2011,6,"zenske"
"54244","Jakica",2011,15,"zenske"
"54245","Jakobina",2011,18,"zenske"
"54246","Jana",2011,3752,"zenske"
"54247","Jana Marija",2011,7,"zenske"
"54248","Jane",2011,5,"zenske"
"54249","Janet",2011,11,"zenske"
"54250","Janeta",2011,12,"zenske"
"54251","Janette",2011,11,"zenske"
"54252","Jani",2011,9,"zenske"
"54253","Janica",2011,41,"zenske"
"54254","Janija",2011,5,"zenske"
"54255","Janika",2011,17,"zenske"
"54256","Janina",2011,98,"zenske"
"54257","Janine",2011,10,"zenske"
"54258","Janislava",2011,19,"zenske"
"54259","Janita",2011,19,"zenske"
"54260","Janja",2011,5039,"zenske"
"54261","Janja Marija",2011,5,"zenske"
"54262","Janka",2011,124,"zenske"
"54263","Jankica",2011,6,"zenske"
"54264","Janusa",2011,43,"zenske"
"54265","Januska",2011,13,"zenske"
"54266","Janza",2011,7,"zenske"
"54267","Jara",2011,6,"zenske"
"54268","Jarmila",2011,22,"zenske"
"54269","Jaroslava",2011,11,"zenske"
"54270","Jasenka",2011,49,"zenske"
"54271","Jasmin",2011,31,"zenske"
"54272","Jasmina",2011,3377,"zenske"
"54273","Jasmine",2011,10,"zenske"
"54274","Jasminka",2011,415,"zenske"
"54275","Jasmira",2011,5,"zenske"
"54276","Jasna",2011,2786,"zenske"
"54277","Jasna Marija",2011,11,"zenske"
"54278","Jasa",2011,11,"zenske"
"54279","Javorka",2011,28,"zenske"
"54280","Jeanette",2011,12,"zenske"
"54281","Jeanine",2011,5,"zenske"
"54282","Jedert",2011,26,"zenske"
"54283","Jederta",2011,6,"zenske"
"54284","Jedrt",2011,7,"zenske"
"54285","Jehona",2011,14,"zenske"
"54286","Jeka",2011,19,"zenske"
"54287","Jela",2011,282,"zenske"
"54288","Jelena",2011,1267,"zenske"
"54289","Jelena Marija",2011,8,"zenske"
"54290","Jelenka",2011,25,"zenske"
"54291","Jelica",2011,274,"zenske"
"54292","Jelisava",2011,29,"zenske"
"54293","Jelisaveta",2011,22,"zenske"
"54294","Jelisavka",2011,17,"zenske"
"54295","Jelislava",2011,41,"zenske"
"54296","Jelka",2011,2669,"zenske"
"54297","Jelka Marija",2011,8,"zenske"
"54298","Jena",2011,10,"zenske"
"54299","Jeni",2011,7,"zenske"
"54300","Jennifer",2011,22,"zenske"
"54301","Jenny",2011,13,"zenske"
"54302","Jera",2011,235,"zenske"
"54303","Jerca",2011,317,"zenske"
"54304","Jerena",2011,8,"zenske"
"54305","Jerica",2011,911,"zenske"
"54306","Jerina",2011,5,"zenske"
"54307","Jerneja",2011,1371,"zenske"
"54308","Jernejka",2011,36,"zenske"
"54309","Jesenka",2011,6,"zenske"
"54310","Jessica",2011,43,"zenske"
"54311","Jetmire",2011,19,"zenske"
"54312","Jing",2011,6,"zenske"
"54313","Jitka",2011,7,"zenske"
"54314","Joana",2011,9,"zenske"
"54315","Joanna",2011,7,"zenske"
"54316","Johana",2011,32,"zenske"
"54317","Johanna",2011,11,"zenske"
"54318","Joka",2011,56,"zenske"
"54319","Jolanda",2011,1115,"zenske"
"54320","Jolanka",2011,211,"zenske"
"54321","Jona",2011,105,"zenske"
"54322","Joni",2011,5,"zenske"
"54323","Jordana",2011,35,"zenske"
"54324","Jordanka",2011,11,"zenske"
"54325","Josefina",2011,7,"zenske"
"54326","Josefine",2011,5,"zenske"
"54327","Josipa",2011,294,"zenske"
"54328","Josipina",2011,121,"zenske"
"54329","Joska",2011,5,"zenske"
"54330","Jovana",2011,89,"zenske"
"54331","Jovanka",2011,332,"zenske"
"54332","Jovita",2011,30,"zenske"
"54333","Jozefa",2011,309,"zenske"
"54334","Jozefina",2011,47,"zenske"
"54335","Joza",2011,153,"zenske"
"54336","Jozefa",2011,10416,"zenske"
"54337","Jozefa Alojzija",2011,6,"zenske"
"54338","Jozefa Ana",2011,5,"zenske"
"54339","Jozefa Franciska",2011,6,"zenske"
"54340","Jozefa Ivana",2011,5,"zenske"
"54341","Jozefa Marija",2011,62,"zenske"
"54342","Jozefa Terezija",2011,5,"zenske"
"54343","Jozefina",2011,66,"zenske"
"54344","Jozi",2011,59,"zenske"
"54345","Jozica",2011,9603,"zenske"
"54346","Jozica Marija",2011,16,"zenske"
"54347","Jozka",2011,21,"zenske"
"54348","Judit",2011,11,"zenske"
"54349","Judita",2011,652,"zenske"
"54350","Jula",2011,12,"zenske"
"54351","Julia",2011,147,"zenske"
"54352","Juliana",2011,20,"zenske"
"54353","Julianna",2011,6,"zenske"
"54354","Julija",2011,1919,"zenske"
"54355","Julijana",2011,2333,"zenske"
"54356","Julijana Marija",2011,6,"zenske"
"54357","Julika",2011,7,"zenske"
"54358","Julita",2011,26,"zenske"
"54359","Juljana",2011,51,"zenske"
"54360","Julka",2011,142,"zenske"
"54361","Juna",2011,12,"zenske"
"54362","Jurka",2011,40,"zenske"
"54363","Jurkica",2011,7,"zenske"
"54364","Justa",2011,31,"zenske"
"54365","Justi",2011,45,"zenske"
"54366","Justika",2011,9,"zenske"
"54367","Justina",2011,1741,"zenske"
"54368","Justina Marija",2011,9,"zenske"
"54369","Jusa",2011,7,"zenske"
"54370","Juta",2011,28,"zenske"
"54371","Jutra",2011,9,"zenske"
"54372","Kada",2011,39,"zenske"
"54373","Kadifa",2011,18,"zenske"
"54374","Kadife",2011,10,"zenske"
"54375","Kadira",2011,26,"zenske"
"54376","Kadire",2011,10,"zenske"
"54377","Kado",2011,5,"zenske"
"54378","Kaira",2011,5,"zenske"
"54379","Kaja",2011,3113,"zenske"
"54380","Kajetana",2011,6,"zenske"
"54381","Kali",2011,7,"zenske"
"54382","Kalina",2011,33,"zenske"
"54383","Kaltrina",2011,22,"zenske"
"54384","Kamila",2011,35,"zenske"
"54385","Kanita",2011,16,"zenske"
"54386","Kara",2011,7,"zenske"
"54387","Karen",2011,25,"zenske"
"54388","Karim",2011,6,"zenske"
"54389","Karin",2011,1485,"zenske"
"54390","Karina",2011,128,"zenske"
"54391","Karla",2011,382,"zenske"
"54392","Karlina",2011,112,"zenske"
"54393","Karlinca",2011,11,"zenske"
"54394","Karlota",2011,5,"zenske"
"54395","Karmela",2011,79,"zenske"
"54396","Karmelina",2011,9,"zenske"
"54397","Karmen",2011,4492,"zenske"
"54398","Karmenka",2011,6,"zenske"
"54399","Karmi",2011,7,"zenske"
"54400","Karmina",2011,11,"zenske"
"54401","Karol",2011,5,"zenske"
"54402","Karolina",2011,2239,"zenske"
"54403","Karolina Draga",2011,9,"zenske"
"54404","Karolina Dragica",2011,17,"zenske"
"54405","Karolina Marija",2011,8,"zenske"
"54406","Kasandra",2011,10,"zenske"
"54407","Kasia",2011,5,"zenske"
"54408","Kata",2011,494,"zenske"
"54409","Katalin",2011,37,"zenske"
"54410","Katarina",2011,8213,"zenske"
"54411","Katarina Ana",2011,9,"zenske"
"54412","Katarina Barbara",2011,16,"zenske"
"54413","Katarina Katja",2011,9,"zenske"
"54414","Katarina Lucija",2011,6,"zenske"
"54415","Katarina Marija",2011,14,"zenske"
"54416","Katarinca",2011,5,"zenske"
"54417","Kate",2011,20,"zenske"
"54418","Katerina",2011,72,"zenske"
"54419","Kateryna",2011,20,"zenske"
"54420","Katharina",2011,16,"zenske"
"54421","Kati",2011,65,"zenske"
"54422","Katia",2011,7,"zenske"
"54423","Katica",2011,660,"zenske"
"54424","Katija",2011,18,"zenske"
"54425","Katinka",2011,9,"zenske"
"54426","Katja",2011,8706,"zenske"
"54427","Katja Katarina",2011,8,"zenske"
"54428","Katjusa",2011,373,"zenske"
"54429","Katka",2011,49,"zenske"
"54430","Katra",2011,53,"zenske"
"54431","Katrca",2011,7,"zenske"
"54432","Katrin",2011,60,"zenske"
"54433","Katrina",2011,20,"zenske"
"54434","Kazimira",2011,29,"zenske"
"54435","Kaya",2011,9,"zenske"
"54436","Keli",2011,23,"zenske"
"54437","Kelima",2011,17,"zenske"
"54438","Kelly",2011,20,"zenske"
"54439","Kerstin",2011,16,"zenske"
"54440","Keti",2011,41,"zenske"
"54441","Ketrin",2011,5,"zenske"
"54442","Kiara",2011,195,"zenske"
"54443","Kim",2011,363,"zenske"
"54444","Kimberly",2011,5,"zenske"
"54445","Kimeta",2011,9,"zenske"
"54446","Kimete",2011,13,"zenske"
"54447","Kimi",2011,12,"zenske"
"54448","Kira",2011,14,"zenske"
"54449","Kiti",2011,14,"zenske"
"54450","Kjara",2011,13,"zenske"
"54451","Klara",2011,3130,"zenske"
"54452","Klara Marija",2011,5,"zenske"
"54453","Klarica",2011,7,"zenske"
"54454","Klarisa",2011,60,"zenske"
"54455","Klaudia",2011,56,"zenske"
"54456","Klaudija",2011,519,"zenske"
"54457","Klavdia",2011,6,"zenske"
"54458","Klavdija",2011,2988,"zenske"
"54459","Klea",2011,29,"zenske"
"54460","Kleja",2011,5,"zenske"
"54461","Klelija",2011,14,"zenske"
"54462","Klementa",2011,5,"zenske"
"54463","Klementina",2011,450,"zenske"
"54464","Kleopatra",2011,5,"zenske"
"54465","Klotilda",2011,37,"zenske"
"54466","Koni",2011,7,"zenske"
"54467","Konstanca",2011,13,"zenske"
"54468","Kora",2011,15,"zenske"
"54469","Koraljka",2011,6,"zenske"
"54470","Korana",2011,6,"zenske"
"54471","Korina",2011,45,"zenske"
"54472","Kornelia",2011,16,"zenske"
"54473","Kornelija",2011,146,"zenske"
"54474","Kosa",2011,27,"zenske"
"54475","Kosana",2011,11,"zenske"
"54476","Kosanka",2011,10,"zenske"
"54477","Kosara",2011,10,"zenske"
"54478","Kosovare",2011,9,"zenske"
"54479","Kostadinka",2011,9,"zenske"
"54480","Kostanca",2011,8,"zenske"
"54481","Koviljka",2011,102,"zenske"
"54482","Krescencija",2011,6,"zenske"
"54483","Krista",2011,109,"zenske"
"54484","Kristi",2011,25,"zenske"
"54485","Kristijana",2011,8,"zenske"
"54486","Kristin",2011,9,"zenske"
"54487","Kristina",2011,6742,"zenske"
"54488","Kristina Ana",2011,5,"zenske"
"54489","Kristina Marija",2011,13,"zenske"
"54490","Kristina Tina",2011,10,"zenske"
"54491","Kristinka",2011,6,"zenske"
"54492","Kristjana",2011,17,"zenske"
"54493","Krsta",2011,5,"zenske"
"54494","Krstana",2011,8,"zenske"
"54495","Krstina",2011,18,"zenske"
"54496","Kruna",2011,5,"zenske"
"54497","Krystyna",2011,5,"zenske"
"54498","Ksena",2011,5,"zenske"
"54499","Ksenia",2011,8,"zenske"
"54500","Ksenija",2011,2174,"zenske"
"54501","Ksenija Marija",2011,6,"zenske"
"54502","Ksenja",2011,389,"zenske"
"54503","Kujtesa",2011,5,"zenske"
"54504","Kumrija",2011,7,"zenske"
"54505","Kumrije",2011,14,"zenske"
"54506","Kunigunda",2011,9,"zenske"
"54507","Kymete",2011,6,"zenske"
"54508","Lada",2011,23,"zenske"
"54509","Ladeja",2011,5,"zenske"
"54510","Ladi",2011,5,"zenske"
"54511","Ladica",2011,8,"zenske"
"54512","Ladislava",2011,258,"zenske"
"54513","Ladka",2011,8,"zenske"
"54514","Laila",2011,12,"zenske"
"54515","Lajla",2011,5,"zenske"
"54516","Lalita",2011,6,"zenske"
"54517","Lamija",2011,17,"zenske"
"54518","Lana",2011,2729,"zenske"
"54519","Lane",2011,5,"zenske"
"54520","Lani",2011,6,"zenske"
"54521","Lanna",2011,5,"zenske"
"54522","Lara",2011,3907,"zenske"
"54523","Lara Ana",2011,7,"zenske"
"54524","Larisa",2011,1198,"zenske"
"54525","Larisa Lara",2011,8,"zenske"
"54526","Larissa",2011,54,"zenske"
"54527","Larysa",2011,15,"zenske"
"54528","Latife",2011,6,"zenske"
"54529","Latinka",2011,10,"zenske"
"54530","Laura",2011,2316,"zenske"
"54531","Laureta",2011,11,"zenske"
"54532","Lavdije",2011,7,"zenske"
"54533","Lavoslava",2011,6,"zenske"
"54534","Lavra",2011,274,"zenske"
"54535","Lavrencija",2011,10,"zenske"
"54536","Lazarka",2011,7,"zenske"
"54537","Layla",2011,10,"zenske"
"54538","Lea",2011,3348,"zenske"
"54539","Leandra",2011,15,"zenske"
"54540","Leda",2011,25,"zenske"
"54541","Leia",2011,5,"zenske"
"54542","Leila",2011,122,"zenske"
"54543","Leilani",2011,5,"zenske"
"54544","Leja",2011,566,"zenske"
"54545","Lejla",2011,556,"zenske"
"54546","Lejna",2011,6,"zenske"
"54547","Lela",2011,50,"zenske"
"54548","Lelija",2011,5,"zenske"
"54549","Lena",2011,237,"zenske"
"54550","Lenche",2011,6,"zenske"
"54551","Lenca",2011,21,"zenske"
"54552","Lence",2011,17,"zenske"
"54553","Lencka",2011,25,"zenske"
"54554","Lendita",2011,17,"zenske"
"54555","Leni",2011,37,"zenske"
"54556","Lenja",2011,11,"zenske"
"54557","Lenka",2011,185,"zenske"
"54558","Leona",2011,47,"zenske"
"54559","Leonarda",2011,49,"zenske"
"54560","Leonela",2011,13,"zenske"
"54561","Leoni",2011,10,"zenske"
"54562","Leonida",2011,535,"zenske"
"54563","Leonie",2011,8,"zenske"
"54564","Leonita",2011,17,"zenske"
"54565","Leonora",2011,82,"zenske"
"54566","Leontina",2011,25,"zenske"
"54567","Leopolda",2011,142,"zenske"
"54568","Leopoldina",2011,546,"zenske"
"54569","Lepa",2011,19,"zenske"
"54570","Leposava",2011,42,"zenske"
"54571","Lerka",2011,7,"zenske"
"54572","Leticia",2011,6,"zenske"
"54573","Leticija",2011,21,"zenske"
"54574","Leunora",2011,5,"zenske"
"54575","Leyla",2011,20,"zenske"
"54576","Lia",2011,289,"zenske"
"54577","Liana",2011,54,"zenske"
"54578","Libade",2011,5,"zenske"
"54579","Libera",2011,16,"zenske"
"54580","Libusa",2011,9,"zenske"
"54581","Licia",2011,5,"zenske"
"54582","Lica",2011,8,"zenske"
"54583","Lida",2011,13,"zenske"
"54584","Lidia",2011,44,"zenske"
"54585","Lidija",2011,5557,"zenske"
"54586","Lidija Marija",2011,20,"zenske"
"54587","Lidja",2011,11,"zenske"
"54588","Lidvina",2011,9,"zenske"
"54589","Lien",2011,13,"zenske"
"54590","Lija",2011,101,"zenske"
"54591","Lijana",2011,116,"zenske"
"54592","Lila",2011,19,"zenske"
"54593","Lili",2011,260,"zenske"
"54594","Lilia",2011,8,"zenske"
"54595","Liliana",2011,30,"zenske"
"54596","Lilija",2011,20,"zenske"
"54597","Lilijana",2011,1229,"zenske"
"54598","Liliya",2011,7,"zenske"
"54599","Liljana",2011,966,"zenske"
"54600","Lilu",2011,6,"zenske"
"54601","Lily",2011,8,"zenske"
"54602","Lin",2011,24,"zenske"
"54603","Lina",2011,822,"zenske"
"54604","Linda",2011,141,"zenske"
"54605","Lindita",2011,23,"zenske"
"54606","Liona",2011,5,"zenske"
"54607","Lira",2011,8,"zenske"
"54608","Liridona",2011,31,"zenske"
"54609","Liridone",2011,5,"zenske"
"54610","Lirije",2011,19,"zenske"
"54611","Lisa",2011,28,"zenske"
"54612","Liu",2011,6,"zenske"
"54613","Liubov",2011,8,"zenske"
"54614","Liudmila",2011,23,"zenske"
"54615","Liudmyla",2011,7,"zenske"
"54616","Livia",2011,31,"zenske"
"54617","Liviana",2011,5,"zenske"
"54618","Livija",2011,93,"zenske"
"54619","Livijana",2011,7,"zenske"
"54620","Liza",2011,336,"zenske"
"54621","Lizabeta",2011,5,"zenske"
"54622","Lizika",2011,30,"zenske"
"54623","Ljepojka",2011,6,"zenske"
"54624","Ljeposava",2011,43,"zenske"
"54625","Ljerka",2011,105,"zenske"
"54626","Ljilja",2011,54,"zenske"
"54627","Ljiljana",2011,827,"zenske"
"54628","Ljiljanka",2011,8,"zenske"
"54629","Ljuba",2011,474,"zenske"
"54630","Ljubica",2011,1819,"zenske"
"54631","Ljubinica",2011,10,"zenske"
"54632","Ljubinka",2011,165,"zenske"
"54633","Ljubislava",2011,40,"zenske"
"54634","Ljubka",2011,11,"zenske"
"54635","Ljubomira",2011,111,"zenske"
"54636","Ljubomirka",2011,5,"zenske"
"54637","Ljuboslava",2011,29,"zenske"
"54638","Ljudmila",2011,5483,"zenske"
"54639","Ljudmila Alojzija",2011,5,"zenske"
"54640","Ljudmila Ana",2011,9,"zenske"
"54641","Ljudmila Franciska",2011,6,"zenske"
"54642","Ljudmila Ivana",2011,6,"zenske"
"54643","Ljudmila Marija",2011,30,"zenske"
"54644","Ljuljjeta",2011,5,"zenske"
"54645","Ljumnije",2011,5,"zenske"
"54646","Ljupka",2011,11,"zenske"
"54647","Lojzika",2011,5,"zenske"
"54648","Lojzka",2011,72,"zenske"
"54649","Lola",2011,22,"zenske"
"54650","Lolita",2011,26,"zenske"
"54651","Lona",2011,8,"zenske"
"54652","Lonja",2011,6,"zenske"
"54653","Lora",2011,83,"zenske"
"54654","Loredana",2011,168,"zenske"
"54655","Lorela",2011,6,"zenske"
"54656","Lorelai",2011,5,"zenske"
"54657","Lorella",2011,17,"zenske"
"54658","Lorena",2011,224,"zenske"
"54659","Loreta",2011,23,"zenske"
"54660","Lori",2011,60,"zenske"
"54661","Lorijana",2011,8,"zenske"
"54662","Lorina",2011,16,"zenske"
"54663","Loris",2011,8,"zenske"
"54664","Lorna",2011,20,"zenske"
"54665","Lota",2011,9,"zenske"
"54666","Lote",2011,5,"zenske"
"54667","Loti",2011,169,"zenske"
"54668","Lotka",2011,12,"zenske"
"54669","Lotti",2011,15,"zenske"
"54670","Lovrenca",2011,6,"zenske"
"54671","Lovrencija",2011,12,"zenske"
"54672","Lozanka",2011,5,"zenske"
"54673","Lu",2011,5,"zenske"
"54674","Luana",2011,40,"zenske"
"54675","Luba",2011,6,"zenske"
"54676","Lubica",2011,7,"zenske"
"54677","Luca",2011,121,"zenske"
"54678","Luce",2011,7,"zenske"
"54679","Lucia",2011,56,"zenske"
"54680","Luciana",2011,29,"zenske"
"54681","Lucie",2011,8,"zenske"
"54682","Lucija",2011,3383,"zenske"
"54683","Lucija Ana",2011,11,"zenske"
"54684","Lucija Lucka",2011,8,"zenske"
"54685","Lucija Marija",2011,12,"zenske"
"54686","Lucijana",2011,51,"zenske"
"54687","Lucjana",2011,9,"zenske"
"54688","Lucana",2011,30,"zenske"
"54689","Lucka",2011,457,"zenske"
"54690","Ludmila",2011,102,"zenske"
"54691","Ludovika",2011,39,"zenske"
"54692","Ludvika",2011,57,"zenske"
"54693","Luigia",2011,6,"zenske"
"54694","Luisa",2011,13,"zenske"
"54695","Luiza",2011,9,"zenske"
"54696","Lujza",2011,6,"zenske"
"54697","Lukrecija",2011,9,"zenske"
"54698","Luljeta",2011,17,"zenske"
"54699","Luljete",2011,14,"zenske"
"54700","Lumnije",2011,19,"zenske"
"54701","Lumturije",2011,23,"zenske"
"54702","Luna",2011,185,"zenske"
"54703","Lusa",2011,8,"zenske"
"54704","Lutfija",2011,5,"zenske"
"54705","Lydia",2011,12,"zenske"
"54706","Lynn",2011,5,"zenske"
"54707","Lyubov",2011,6,"zenske"
"54708","Lyudmyla",2011,29,"zenske"
"54709","Maca",2011,11,"zenske"
"54710","Mafalda",2011,24,"zenske"
"54711","Magbule",2011,6,"zenske"
"54712","Magda",2011,941,"zenske"
"54713","Magdalena",2011,1993,"zenske"
"54714","Magdalena Majda",2011,13,"zenske"
"54715","Magdalena Marija",2011,28,"zenske"
"54716","Magdica",2011,6,"zenske"
"54717","Magdolna",2011,14,"zenske"
"54718","Mahija",2011,12,"zenske"
"54719","Mahije",2011,5,"zenske"
"54720","Maida",2011,78,"zenske"
"54721","Maja",2011,13095,"zenske"
"54722","Maja Barbara",2011,6,"zenske"
"54723","Maja Marija",2011,19,"zenske"
"54724","Majda",2011,7790,"zenske"
"54725","Majda Ana",2011,8,"zenske"
"54726","Majda Jozica",2011,5,"zenske"
"54727","Majda Magdalena",2011,10,"zenske"
"54728","Majda Marija",2011,56,"zenske"
"54729","Majdica",2011,38,"zenske"
"54730","Majdka",2011,10,"zenske"
"54731","Majida",2011,6,"zenske"
"54732","Majlinda",2011,11,"zenske"
"54733","Majna",2011,7,"zenske"
"54734","Makedonka",2011,11,"zenske"
"54735","Makfire",2011,5,"zenske"
"54736","Makfirete",2011,6,"zenske"
"54737","Maksa",2011,20,"zenske"
"54738","Maksi",2011,5,"zenske"
"54739","Maksim",2011,7,"zenske"
"54740","Maksima",2011,19,"zenske"
"54741","Maksimilijana",2011,15,"zenske"
"54742","Maksimiljana",2011,120,"zenske"
"54743","Mala",2011,5,"zenske"
"54744","Malci",2011,48,"zenske"
"54745","Malina",2011,16,"zenske"
"54746","Malka",2011,20,"zenske"
"54747","Malvina",2011,27,"zenske"
"54748","Mana",2011,15,"zenske"
"54749","Manca",2011,2444,"zenske"
"54750","Manda",2011,157,"zenske"
"54751","Mande",2011,6,"zenske"
"54752","Mandica",2011,7,"zenske"
"54753","Manica",2011,334,"zenske"
"54754","Manja",2011,884,"zenske"
"54755","Manja Marija",2011,7,"zenske"
"54756","Manuela",2011,656,"zenske"
"54757","Manuella",2011,7,"zenske"
"54758","Manujela",2011,6,"zenske"
"54759","Mara",2011,800,"zenske"
"54760","Marcela",2011,99,"zenske"
"54761","Marcelija",2011,7,"zenske"
"54762","Marcella",2011,5,"zenske"
"54763","Marcela",2011,67,"zenske"
"54764","Mare",2011,19,"zenske"
"54765","Marenka",2011,6,"zenske"
"54766","Margaret",2011,7,"zenske"
"54767","Margareta",2011,759,"zenske"
"54768","Margareta Marija",2011,10,"zenske"
"54769","Margarete",2011,5,"zenske"
"54770","Margarita",2011,36,"zenske"
"54771","Margerita",2011,51,"zenske"
"54772","Margit",2011,99,"zenske"
"54773","Margita",2011,86,"zenske"
"54774","Margot",2011,8,"zenske"
"54775","Mari",2011,23,"zenske"
"54776","Maria",2011,210,"zenske"
"54777","Maria Magdalena",2011,7,"zenske"
"54778","Maria Rosa",2011,5,"zenske"
"54779","Mariana",2011,35,"zenske"
"54780","Marianna",2011,10,"zenske"
"54781","Marianne",2011,9,"zenske"
"54782","Marica",2011,1719,"zenske"
"54783","Maricka",2011,11,"zenske"
"54784","Marie",2011,15,"zenske"
"54785","Mariela",2011,6,"zenske"
"54786","Mariella",2011,13,"zenske"
"54787","Marieta",2011,7,"zenske"
"54788","Marigona",2011,11,"zenske"
"54789","Mariia",2011,6,"zenske"
"54790","Marija",2011,67609,"zenske"
"54791","Marija Adela",2011,6,"zenske"
"54792","Marija Albina",2011,11,"zenske"
"54793","Marija Alenka",2011,9,"zenske"
"54794","Marija Alojzija",2011,30,"zenske"
"54795","Marija Amalija",2011,11,"zenske"
"54796","Marija Ana",2011,454,"zenske"
"54797","Marija Andreja",2011,6,"zenske"
"54798","Marija Angela",2011,26,"zenske"
"54799","Marija Antonija",2011,42,"zenske"
"54800","Marija Barbara",2011,8,"zenske"
"54801","Marija Bernarda",2011,12,"zenske"
"54802","Marija Bernardka",2011,5,"zenske"
"54803","Marija Berta",2011,8,"zenske"
"54804","Marija Bozena",2011,8,"zenske"
"54805","Marija Breda",2011,23,"zenske"
"54806","Marija Brigita",2011,6,"zenske"
"54807","Marija Cecilija",2011,7,"zenske"
"54808","Marija Cvetka",2011,18,"zenske"
"54809","Marija Danica",2011,16,"zenske"
"54810","Marija Danijela",2011,9,"zenske"
"54811","Marija Darinka",2011,31,"zenske"
"54812","Marija Darja",2011,8,"zenske"
"54813","Marija Dolores",2011,5,"zenske"
"54814","Marija Doroteja",2011,6,"zenske"
"54815","Marija Draga",2011,9,"zenske"
"54816","Marija Dragica",2011,11,"zenske"
"54817","Marija Elizabeta",2011,32,"zenske"
"54818","Marija Ema",2011,7,"zenske"
"54819","Marija Emilija",2011,12,"zenske"
"54820","Marija Erika",2011,7,"zenske"
"54821","Marija Franciska",2011,41,"zenske"
"54822","Marija Gabriela",2011,5,"zenske"
"54823","Marija Gabrijela",2011,26,"zenske"
"54824","Marija Helena",2011,37,"zenske"
"54825","Marija Irena",2011,16,"zenske"
"54826","Marija Irma",2011,11,"zenske"
"54827","Marija Ivana",2011,47,"zenske"
"54828","Marija Ivanka",2011,5,"zenske"
"54829","Marija Jana",2011,8,"zenske"
"54830","Marija Jozefa",2011,79,"zenske"
"54831","Marija Jozica",2011,10,"zenske"
"54832","Marija Julijana",2011,9,"zenske"
"54833","Marija Justina",2011,7,"zenske"
"54834","Marija Karmela",2011,7,"zenske"
"54835","Marija Karmen",2011,8,"zenske"
"54836","Marija Karolina",2011,11,"zenske"
"54837","Marija Katarina",2011,16,"zenske"
"54838","Marija Kristina",2011,16,"zenske"
"54839","Marija Leopoldina",2011,6,"zenske"
"54840","Marija Ljuba",2011,7,"zenske"
"54841","Marija Ljudmila",2011,27,"zenske"
"54842","Marija Lucija",2011,16,"zenske"
"54843","Marija Magda",2011,12,"zenske"
"54844","Marija Magdalena",2011,456,"zenske"
"54845","Marija Maja",2011,31,"zenske"
"54846","Marija Majda",2011,76,"zenske"
